hash_key,filename,duration,start,end,label
fb34b83f,08-성우향-춘향가_이도령이_천자뒤풀이를_하는_데,483926,0,20614,아니리
fb34b83f,08-성우향-춘향가_이도령이_천자뒤풀이를_하는_데,483926,69073,133090,아니리
fb34b83f,08-성우향-춘향가_이도령이_천자뒤풀이를_하는_데,483926,133527,243926,우조
fb34b83f,08-성우향-춘향가_이도령이_천자뒤풀이를_하는_데,483926,244152,248740,계면조
fb34b83f,08-성우향-춘향가_이도령이_천자뒤풀이를_하는_데,483926,248722,278785,우조
fb34b83f,08-성우향-춘향가_이도령이_천자뒤풀이를_하는_데,483926,279145,319808,계면조
fb34b83f,08-성우향-춘향가_이도령이_천자뒤풀이를_하는_데,483926,319840,340472,우조
fb34b83f,08-성우향-춘향가_이도령이_천자뒤풀이를_하는_데,483926,340689,349848,계면조
fb34b83f,08-성우향-춘향가_이도령이_천자뒤풀이를_하는_데,483926,350214,357907,우조
fb34b83f,08-성우향-춘향가_이도령이_천자뒤풀이를_하는_데,483926,358273,367432,계면조
fb34b83f,08-성우향-춘향가_이도령이_천자뒤풀이를_하는_데,483926,367432,402966,우조
fb34b83f,08-성우향-춘향가_이도령이_천자뒤풀이를_하는_데,483926,403699,412857,계면조
fb34b83f,08-성우향-춘향가_이도령이_천자뒤풀이를_하는_데,483926,20643,35589,우조
fb34b83f,08-성우향-춘향가_이도령이_천자뒤풀이를_하는_데,483926,413176,483926,아니리
fb34b83f,08-성우향-춘향가_이도령이_천자뒤풀이를_하는_데,483926,35725,38516,아니리
fb34b83f,08-성우향-춘향가_이도령이_천자뒤풀이를_하는_데,483926,38516,68843,우조
ff2f07d4,04-성우향-춘향가_박석티,296445,266,33908,평조
ff2f07d4,04-성우향-춘향가_박석티,296445,34040,37734,우조
ff2f07d4,04-성우향-춘향가_박석티,296445,37866,105809,평조
ff2f07d4,04-성우향-춘향가_박석티,296445,105941,115044,우조
ff2f07d4,04-성우향-춘향가_박석티,296445,115176,126390,평조
ff2f07d4,04-성우향-춘향가_박석티,296445,126654,141430,계면조
ff2f07d4,04-성우향-춘향가_박석티,296445,141430,149874,우조
ff2f07d4,04-성우향-춘향가_박석티,296445,150006,197764,계면조
ff2f07d4,04-성우향-춘향가_박석티,296445,197896,217949,평조
ff2f07d4,04-성우향-춘향가_박석티,296445,218081,221247,우조
ff2f07d4,04-성우향-춘향가_박석티,296445,221379,224678,계면조
ff2f07d4,04-성우향-춘향가_박석티,296445,225073,230614,우조
ff2f07d4,04-성우향-춘향가_박석티,296445,230878,239058,평조
ff2f07d4,04-성우향-춘향가_박석티,296445,239190,270589,우조
ff2f07d4,04-성우향-춘향가_박석티,296445,270721,296445,계면조
c9f91d52,03-김수연-심청가_범피중류,554326,0,15495,아니리
c9f91d52,03-김수연-심청가_범피중류,554326,15994,222930,우조
c9f91d52,03-김수연-심청가_범피중류,554326,223429,230927,계면조
c9f91d52,03-김수연-심청가_범피중류,554326,231427,407372,우조
c9f91d52,03-김수연-심청가_범피중류,554326,408372,441861,계면조
c9f91d52,03-김수연-심청가_범피중류,554326,441861,459356,우조
c9f91d52,03-김수연-심청가_범피중류,554326,459855,475351,계면조
c9f91d52,03-김수연-심청가_범피중류,554326,476350,494345,우조
c9f91d52,03-김수연-심청가_범피중류,554326,494345,534332,계면조
c9f91d52,03-김수연-심청가_범피중류,554326,534832,554326,우조
fe9992ba,01-김수연-심청가_청이_밥_빌러_가는데,581180,524,35111,아니리
fe9992ba,01-김수연-심청가_청이_밥_빌러_가는데,581180,35635,134682,계면조
fe9992ba,01-김수연-심청가_청이_밥_빌러_가는데,581180,135206,157217,아니리
fe9992ba,01-김수연-심청가_청이_밥_빌러_가는데,581180,157217,246831,계면조
fe9992ba,01-김수연-심청가_청이_밥_빌러_가는데,581180,247355,259932,우조
fe9992ba,01-김수연-심청가_청이_밥_빌러_가는데,581180,259932,351118,계면조
fe9992ba,01-김수연-심청가_청이_밥_빌러_가는데,581180,351642,398283,우조
fe9992ba,01-김수연-심청가_청이_밥_빌러_가는데,581180,398808,475320,계면조
fe9992ba,01-김수연-심청가_청이_밥_빌러_가는데,581180,475844,483181,우조
fe9992ba,01-김수연-심청가_청이_밥_빌러_가는데,581180,484229,497330,계면조
fe9992ba,01-김수연-심청가_청이_밥_빌러_가는데,581180,497330,508860,우조
fe9992ba,01-김수연-심청가_청이_밥_빌러_가는데,581180,509908,581180,계면조
f3e5460b,06-안향련-심청가_심청_황후가_되는_대목_엇몰이위의도_장할시고아니리이때_남경장사중머리넋이야_넋이로다,368203,332,18924,우조
f3e5460b,06-안향련-심청가_심청_황후가_되는_대목_엇몰이위의도_장할시고아니리이때_남경장사중머리넋이야_넋이로다,368203,19588,32869,계면조
f3e5460b,06-안향련-심청가_심청_황후가_되는_대목_엇몰이위의도_장할시고아니리이때_남경장사중머리넋이야_넋이로다,368203,33201,51130,우조
f3e5460b,06-안향련-심청가_심청_황후가_되는_대목_엇몰이위의도_장할시고아니리이때_남경장사중머리넋이야_넋이로다,368203,51794,63082,계면조
f3e5460b,06-안향련-심청가_심청_황후가_되는_대목_엇몰이위의도_장할시고아니리이때_남경장사중머리넋이야_넋이로다,368203,63414,80015,우조
f3e5460b,06-안향련-심청가_심청_황후가_되는_대목_엇몰이위의도_장할시고아니리이때_남경장사중머리넋이야_넋이로다,368203,80347,85991,계면조
f3e5460b,06-안향련-심청가_심청_황후가_되는_대목_엇몰이위의도_장할시고아니리이때_남경장사중머리넋이야_넋이로다,368203,86323,107240,우조
f3e5460b,06-안향련-심청가_심청_황후가_되는_대목_엇몰이위의도_장할시고아니리이때_남경장사중머리넋이야_넋이로다,368203,107572,119525,계면조
f3e5460b,06-안향련-심청가_심청_황후가_되는_대목_엇몰이위의도_장할시고아니리이때_남경장사중머리넋이야_넋이로다,368203,119525,138781,아니리
f3e5460b,06-안향련-심청가_심청_황후가_되는_대목_엇몰이위의도_장할시고아니리이때_남경장사중머리넋이야_넋이로다,368203,139446,202528,우조
f3e5460b,06-안향련-심청가_심청_황후가_되는_대목_엇몰이위의도_장할시고아니리이때_남경장사중머리넋이야_넋이로다,368203,202860,223445,계면조
f3e5460b,06-안향련-심청가_심청_황후가_되는_대목_엇몰이위의도_장할시고아니리이때_남경장사중머리넋이야_넋이로다,368203,223777,312425,우조
f3e5460b,06-안향련-심청가_심청_황후가_되는_대목_엇몰이위의도_장할시고아니리이때_남경장사중머리넋이야_넋이로다,368203,313089,323713,계면조
f3e5460b,06-안향련-심청가_심청_황후가_되는_대목_엇몰이위의도_장할시고아니리이때_남경장사중머리넋이야_넋이로다,368203,324045,349611,우조
f3e5460b,06-안향련-심청가_심청_황후가_되는_대목_엇몰이위의도_장할시고아니리이때_남경장사중머리넋이야_넋이로다,368203,349943,354591,계면조
f3e5460b,06-안향련-심청가_심청_황후가_되는_대목_엇몰이위의도_장할시고아니리이때_남경장사중머리넋이야_넋이로다,368203,354923,368203,아니리
a580300d,02-정권진-심청가_뺑파_심봉사의_재산을_탕진함방아타령,1785529,0,33810,아니리
a580300d,02-정권진-심청가_뺑파_심봉사의_재산을_탕진함방아타령,1785529,35420,94992,우조
a580300d,02-정권진-심청가_뺑파_심봉사의_재산을_탕진함방아타령,1785529,96602,111092,계면조
a580300d,02-정권진-심청가_뺑파_심봉사의_재산을_탕진함방아타령,1785529,112702,161003,아니리
a580300d,02-정권진-심청가_뺑파_심봉사의_재산을_탕진함방아타령,1785529,162613,204474,계면조
a580300d,02-정권진-심청가_뺑파_심봉사의_재산을_탕진함방아타령,1785529,204474,339717,아니리
a580300d,02-정권진-심청가_뺑파_심봉사의_재산을_탕진함방아타령,1785529,339717,454030,계면조
a580300d,02-정권진-심청가_뺑파_심봉사의_재산을_탕진함방아타령,1785529,454030,466910,우조
a580300d,02-정권진-심청가_뺑파_심봉사의_재산을_탕진함방아타령,1785529,468520,516821,계면조
a580300d,02-정권진-심청가_뺑파_심봉사의_재산을_탕진함방아타령,1785529,518431,553852,우조
a580300d,02-정권진-심청가_뺑파_심봉사의_재산을_탕진함방아타령,1785529,555462,568342,계면조
a580300d,02-정권진-심청가_뺑파_심봉사의_재산을_탕진함방아타령,1785529,571562,626303,아니리
a580300d,02-정권진-심청가_뺑파_심봉사의_재산을_탕진함방아타령,1785529,626303,635964,창조
a580300d,02-정권진-심청가_뺑파_심봉사의_재산을_탕진함방아타령,1785529,637574,676215,계면조
a580300d,02-정권진-심청가_뺑파_심봉사의_재산을_탕진함방아타령,1785529,676215,687485,우조
a580300d,02-정권진-심청가_뺑파_심봉사의_재산을_탕진함방아타령,1785529,690705,748666,계면조
a580300d,02-정권진-심청가_뺑파_심봉사의_재산을_탕진함방아타령,1785529,748666,780867,아니리
a580300d,02-정권진-심청가_뺑파_심봉사의_재산을_탕진함방아타령,1785529,782477,880689,계면조
a580300d,02-정권진-심청가_뺑파_심봉사의_재산을_탕진함방아타령,1785529,882299,904840,우조
a580300d,02-정권진-심청가_뺑파_심봉사의_재산을_탕진함방아타령,1785529,906450,935430,계면조
a580300d,02-정권진-심청가_뺑파_심봉사의_재산을_탕진함방아타령,1785529,937040,996612,우조
a580300d,02-정권진-심청가_뺑파_심봉사의_재산을_탕진함방아타령,1785529,998222,1007882,계면조
a580300d,02-정권진-심청가_뺑파_심봉사의_재산을_탕진함방아타령,1785529,1009492,1059403,아니리
a580300d,02-정권진-심청가_뺑파_심봉사의_재산을_탕진함방아타령,1785529,1061013,1186596,계면조
a580300d,02-정권진-심청가_뺑파_심봉사의_재산을_탕진함방아타령,1785529,1188206,1197866,우조
a580300d,02-정권진-심청가_뺑파_심봉사의_재산을_탕진함방아타령,1785529,1201086,1215576,계면조
a580300d,02-정권진-심청가_뺑파_심봉사의_재산을_탕진함방아타령,1785529,1217187,1259047,아니리
a580300d,02-정권진-심청가_뺑파_심봉사의_재산을_탕진함방아타령,1785529,1259047,1320229,계면조
a580300d,02-정권진-심청가_뺑파_심봉사의_재산을_탕진함방아타령,1785529,1321839,1421661,아니리
a580300d,02-정권진-심청가_뺑파_심봉사의_재산을_탕진함방아타령,1785529,1423271,1486062,계면조
a580300d,02-정권진-심청가_뺑파_심봉사의_재산을_탕진함방아타령,1785529,1489283,1502163,우조
a580300d,02-정권진-심청가_뺑파_심봉사의_재산을_탕진함방아타령,1785529,1505383,1552074,계면조
a580300d,02-정권진-심청가_뺑파_심봉사의_재산을_탕진함방아타령,1785529,1553684,1582665,우조
a580300d,02-정권진-심청가_뺑파_심봉사의_재산을_탕진함방아타령,1785529,1584275,1613255,계면조
a580300d,02-정권진-심청가_뺑파_심봉사의_재산을_탕진함방아타령,1785529,1614865,1624526,우조
a580300d,02-정권진-심청가_뺑파_심봉사의_재산을_탕진함방아타령,1785529,1626136,1666386,계면조
a580300d,02-정권진-심청가_뺑파_심봉사의_재산을_탕진함방아타령,1785529,1667997,1724348,아니리
a580300d,02-정권진-심청가_뺑파_심봉사의_재산을_탕진함방아타령,1785529,1725958,1742058,계면조
a580300d,02-정권진-심청가_뺑파_심봉사의_재산을_탕진함방아타령,1785529,1742058,1785529,우조
b35c45db,06-박초월-수궁가_고고천변,361281,0,56032,계면조
b35c45db,06-박초월-수궁가_고고천변,361281,56358,70692,우조
b35c45db,06-박초월-수궁가_고고천변,361281,71018,99360,계면조
b35c45db,06-박초월-수궁가_고고천변,361281,99686,108482,우조
b35c45db,06-박초월-수궁가_고고천변,361281,109133,144642,계면조
b35c45db,06-박초월-수궁가_고고천변,361281,144642,171681,우조
b35c45db,06-박초월-수궁가_고고천변,361281,172007,274300,계면조
b35c45db,06-박초월-수궁가_고고천변,361281,274300,287982,우조
b35c45db,06-박초월-수궁가_고고천변,361281,288634,324469,계면조
b35c45db,06-박초월-수궁가_고고천변,361281,324794,333265,우조
b35c45db,06-박초월-수궁가_고고천변,361281,333916,341735,계면조
b35c45db,06-박초월-수궁가_고고천변,361281,342060,350205,우조
b35c45db,06-박초월-수궁가_고고천변,361281,350530,361281,계면조
a35f585a,03-박초월-수궁가_토끼_용왕_속이는_대목,583374,0,73645,아니리
a35f585a,03-박초월-수궁가_토끼_용왕_속이는_대목,583374,73645,109415,계면조
a35f585a,03-박초월-수궁가_토끼_용왕_속이는_대목,583374,109941,162019,우조
a35f585a,03-박초월-수궁가_토끼_용왕_속이는_대목,583374,162545,170435,계면조
a35f585a,03-박초월-수궁가_토끼_용왕_속이는_대목,583374,170961,215148,우조
a35f585a,03-박초월-수궁가_토끼_용왕_속이는_대목,583374,215674,221987,계면조
a35f585a,03-박초월-수궁가_토끼_용왕_속이는_대목,583374,222513,290372,우조
a35f585a,03-박초월-수궁가_토끼_용왕_속이는_대목,583374,290898,307205,계면조
a35f585a,03-박초월-수궁가_토끼_용왕_속이는_대목,583374,307205,352444,우조
a35f585a,03-박초월-수궁가_토끼_용왕_속이는_대목,583374,352970,372959,계면조
a35f585a,03-박초월-수궁가_토끼_용왕_속이는_대목,583374,372959,411360,우조
a35f585a,03-박초월-수궁가_토끼_용왕_속이는_대목,583374,411886,426615,계면조
a35f585a,03-박초월-수궁가_토끼_용왕_속이는_대목,583374,427141,447657,우조
a35f585a,03-박초월-수궁가_토끼_용왕_속이는_대목,583374,448709,513411,계면조
a35f585a,03-박초월-수궁가_토끼_용왕_속이는_대목,583374,513937,520776,우조
a35f585a,03-박초월-수궁가_토끼_용왕_속이는_대목,583374,521302,583374,계면조
30c011be,01-박초월-수궁가_별주부_토끼_유인하는_대목,605604,0,30034,아니리
30c011be,01-박초월-수궁가_별주부_토끼_유인하는_대목,605604,30580,98840,계면조
30c011be,01-박초월-수궁가_별주부_토끼_유인하는_대목,605604,99386,123414,우조
30c011be,01-박초월-수궁가_별주부_토끼_유인하는_대목,605604,123960,144711,계면조
30c011be,01-박초월-수궁가_별주부_토끼_유인하는_대목,605604,145257,167101,우조
30c011be,01-박초월-수궁가_별주부_토끼_유인하는_대목,605604,167647,170923,계면조
30c011be,01-박초월-수궁가_별주부_토끼_유인하는_대목,605604,171469,188944,우조
30c011be,01-박초월-수궁가_별주부_토끼_유인하는_대목,605604,189490,218432,계면조
30c011be,01-박초월-수궁가_별주부_토끼_유인하는_대목,605604,218978,235907,우조
30c011be,01-박초월-수궁가_별주부_토끼_유인하는_대목,605604,236453,269764,계면조
30c011be,01-박초월-수궁가_별주부_토끼_유인하는_대목,605604,270310,275225,우조
30c011be,01-박초월-수궁가_별주부_토끼_유인하는_대목,605604,275771,332563,계면조
30c011be,01-박초월-수궁가_별주부_토끼_유인하는_대목,605604,333109,375158,아니리
30c011be,01-박초월-수궁가_별주부_토끼_유인하는_대목,605604,375704,544443,우조
30c011be,01-박초월-수궁가_별주부_토끼_유인하는_대목,605604,544989,605604,계면조
b839d8da,02-김수연-심청가_장승상댁_건너_가는데,351851,0,70911,아니리
b839d8da,02-김수연-심청가_장승상댁_건너_가는데,351851,70936,136076,우조
b839d8da,02-김수연-심청가_장승상댁_건너_가는데,351851,136233,144845,계면조
b839d8da,02-김수연-심청가_장승상댁_건너_가는데,351851,145002,232064,우조
b839d8da,02-김수연-심청가_장승상댁_건너_가는데,351851,232221,351851,평조
